"lead_id","created_date","source","campaign","country","device","job_title","company_size","industry","customer_id","conversion_date","revenue","converted","conversion_days","lead_quality"
762,"2024-06-16","Facebook Ads","Campaign B","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
763,"2024-03-02","LinkedIn","Campaign B","USA","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
764,"2024-05-28","LinkedIn","Campaign A","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
765,"2024-03-12","LinkedIn","Campaign A","USA","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
766,"2024-06-17","Google Ads","Campaign A","Europe","Mobile","Director","Medium","Retail","119","2024-07-08","2098.016459247632",1,21,"Medium Value"
767,"2024-06-17","Facebook Ads","Campaign A","USA","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
768,"2024-04-03","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
769,"2024-04-25","LinkedIn","Campaign B","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
770,"2024-04-07","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
771,"2024-05-05","LinkedIn","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
772,"2024-03-04","LinkedIn","Campaign B","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
773,"2024-02-13","LinkedIn","Campaign B","USA","Desktop","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
774,"2024-06-07","Google Ads","Campaign B","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
775,"2024-05-03","Facebook Ads","Campaign A","Europe","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
776,"2024-01-23","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
777,"2024-01-14","LinkedIn","Campaign A","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
778,"2024-04-16","Facebook Ads","Campaign B","USA","Desktop","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
779,"2024-03-27","Google Ads","Campaign A","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
780,"2024-06-17","Google Ads","Campaign B","Europe","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
781,"2024-02-16","Google Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
782,"2024-06-14","Referral","Campaign B","Europe","Mobile","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
783,"2024-04-28","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
784,"2024-04-27","Facebook Ads","Campaign A","USA","Mobile","VP","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
785,"2024-05-21","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
786,"2024-01-26","Google Ads","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
787,"2024-01-29","Google Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
788,"2024-05-08","Google Ads","Campaign B","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
789,"2024-03-11","Google Ads","Campaign A","USA","Desktop","Director","Small","Finance","120","2024-03-15","316.27829000310294",1,4,"Low Value"
790,"2024-03-18","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
791,"2024-06-09","Google Ads","Campaign A","Europe","Desktop","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
792,"2024-01-26","LinkedIn","Campaign B","Europe","Mobile","Director","Medium","Finance","121","2024-02-09","1796.6158456550538",1,14,"Medium Value"
793,"2024-03-05","Google Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
794,"2024-05-21","Google Ads","Campaign B","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
795,"2024-06-12","LinkedIn","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
796,"2024-01-04","Google Ads","Campaign A","USA","Desktop","VP","Medium","Tech","122","2024-01-17","2419.305456484816",1,13,"Medium Value"
797,"2024-04-22","Google Ads","Campaign B","Europe","Mobile","Manager","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
798,"2024-05-09","Google Ads","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
799,"2024-01-21","Google Ads","Campaign B","USA","Mobile","Director","Medium","Finance","123","2024-02-12","1416.600115313378",1,22,"Low Value"
800,"2024-01-11","Google Ads","Campaign A","Europe","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
801,"2024-03-23","Facebook Ads","Campaign B","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
802,"2024-06-27","Facebook Ads","Campaign A","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
803,"2024-06-25","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
804,"2024-05-03","Facebook Ads","Campaign B","Europe","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
805,"2024-04-11","Google Ads","Campaign A","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
806,"2024-03-24","LinkedIn","Campaign B","USA","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
807,"2024-04-21","LinkedIn","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
808,"2024-05-09","Google Ads","Campaign A","USA","Desktop","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
809,"2024-05-21","Google Ads","Campaign A","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
810,"2024-03-01","Google Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
811,"2024-02-28","Google Ads","Campaign A","USA","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
812,"2024-04-14","Facebook Ads","Campaign A","Europe","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
813,"2024-03-15","Google Ads","Campaign B","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
814,"2024-05-19","Google Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
815,"2024-06-21","Google Ads","Campaign A","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
816,"2024-05-13","LinkedIn","Campaign B","Europe","Mobile","Manager","Small","Retail","124","2024-05-21","265.74097439757304",1,8,"Low Value"
817,"2024-01-16","Facebook Ads","Campaign A","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
818,"2024-05-06","Facebook Ads","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
819,"2024-02-01","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
820,"2024-04-15","Google Ads","Campaign B","Europe","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
821,"2024-03-27","Facebook Ads","Campaign B","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
822,"2024-02-29","LinkedIn","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
823,"2024-06-18","Facebook Ads","Campaign B","Europe","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
824,"2024-02-01","Facebook Ads","Campaign B","Europe","Desktop","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
825,"2024-03-02","Facebook Ads","Campaign A","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
826,"2024-04-28","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
827,"2024-02-01","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
828,"2024-02-17","Facebook Ads","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
829,"2024-01-02","Google Ads","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
830,"2024-02-21","Google Ads","Campaign A","USA","Desktop","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
831,"2024-02-19","Google Ads","Campaign A","USA","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
832,"2024-03-16","Facebook Ads","Campaign B","USA","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
833,"2024-04-11","Facebook Ads","Campaign B","USA","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
834,"2024-03-13","Google Ads","Campaign B","USA","Mobile","VP","Enterprise","Retail","125","2024-04-03","9771.711885878438",1,21,"High Value"
835,"2024-02-24","LinkedIn","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
836,"2024-05-02","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Finance","126","2024-05-10","439.28184943755866",1,8,"Low Value"
837,"2024-06-01","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
838,"2024-05-21","Facebook Ads","Campaign B","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
839,"2024-02-03","Facebook Ads","Campaign B","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
840,"2024-01-12","Google Ads","Campaign B","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
841,"2024-06-21","Facebook Ads","Campaign B","USA","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
842,"2024-01-29","Google Ads","Campaign B","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
843,"2024-03-24","Google Ads","Campaign A","USA","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
844,"2024-02-13","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
845,"2024-02-27","LinkedIn","Campaign B","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
846,"2024-06-10","Referral","Campaign B","Europe","Mobile","Director","Small","Finance","127","2024-06-17","528.5183329303002",1,7,"Low Value"
847,"2024-03-28","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
848,"2024-06-28","Facebook Ads","Campaign B","USA","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
849,"2024-03-09","Facebook Ads","Campaign B","USA","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
850,"2024-01-07","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Retail","128","2024-01-22","1556.165173157179",1,15,"Medium Value"
851,"2024-03-03","Referral","Campaign A","USA","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
852,"2024-06-15","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
853,"2024-03-12","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
854,"2024-02-05","Google Ads","Campaign B","Europe","Mobile","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
855,"2024-03-16","Google Ads","Campaign A","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
856,"2024-06-22","Google Ads","Campaign B","USA","Mobile","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
857,"2024-05-04","LinkedIn","Campaign B","Europe","Mobile","Director","Medium","Tech","129","2024-05-28","950.0870814225124",1,24,"Low Value"
858,"2024-03-14","LinkedIn","Campaign B","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
859,"2024-01-05","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Retail","130","2024-01-26","2461.6860094639997",1,21,"Medium Value"
860,"2024-03-02","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
861,"2024-04-06","Facebook Ads","Campaign B","Europe","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
862,"2024-03-16","Google Ads","Campaign A","USA","Mobile","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
863,"2024-01-29","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
864,"2024-06-21","Google Ads","Campaign B","USA","Desktop","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
865,"2024-03-19","Google Ads","Campaign B","USA","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
866,"2024-01-30","Facebook Ads","Campaign B","USA","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
867,"2024-04-22","Google Ads","Campaign A","Europe","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
868,"2024-04-08","Facebook Ads","Campaign A","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
869,"2024-03-14","LinkedIn","Campaign B","Europe","Mobile","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
870,"2024-04-09","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
871,"2024-01-11","Facebook Ads","Campaign A","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
872,"2024-01-05","Facebook Ads","Campaign A","Europe","Desktop","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
873,"2024-05-18","LinkedIn","Campaign B","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
874,"2024-06-02","Google Ads","Campaign B","Europe","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
875,"2024-04-02","Referral","Campaign B","USA","Mobile","VP","Medium","Retail","131","2024-04-16","2792.403226478402",1,14,"Medium Value"
876,"2024-03-11","Google Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
877,"2024-01-05","Google Ads","Campaign A","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
878,"2024-04-25","Facebook Ads","Campaign B","Europe","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
879,"2024-05-04","Facebook Ads","Campaign A","Europe","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
880,"2024-04-09","Google Ads","Campaign B","Europe","Mobile","Manager","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
881,"2024-05-06","Facebook Ads","Campaign A","Europe","Desktop","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
882,"2024-01-09","Google Ads","Campaign A","Europe","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
883,"2024-01-25","Google Ads","Campaign A","Europe","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
884,"2024-06-03","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Finance","132","2024-06-19","1834.7524272653193",1,16,"Medium Value"
885,"2024-04-05","Google Ads","Campaign B","Europe","Desktop","Manager","Small","Finance","133","2024-04-10","413.59883227799776",1,5,"Low Value"
886,"2024-05-29","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
887,"2024-01-29","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Tech","134","2024-02-18","1009.6354945777255",1,20,"Low Value"
888,"2024-05-17","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
889,"2024-03-11","Google Ads","Campaign B","USA","Desktop","Manager","Enterprise","Tech","135","2024-04-13","6413.777743170747",1,33,"High Value"
890,"2024-06-13","Facebook Ads","Campaign B","USA","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
891,"2024-04-01","LinkedIn","Campaign A","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
892,"2024-04-06","Google Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
893,"2024-04-23","LinkedIn","Campaign A","Europe","Mobile","Director","Small","Tech","136","2024-04-30","582.1290357111442",1,7,"Low Value"
894,"2024-01-25","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Tech","137","2024-02-13","1156.1886278562145",1,19,"Low Value"
895,"2024-03-26","LinkedIn","Campaign B","Europe","Mobile","Manager","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
896,"2024-01-12","Facebook Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
897,"2024-06-26","Facebook Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
898,"2024-02-17","Google Ads","Campaign B","USA","Mobile","VP","Small","Tech","138","2024-02-20","283.2644625588998",1,3,"Low Value"
899,"2024-06-08","Facebook Ads","Campaign A","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
900,"2024-01-18","Facebook Ads","Campaign A","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
901,"2024-05-10","Facebook Ads","Campaign B","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
902,"2024-02-18","Google Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
903,"2024-04-27","Facebook Ads","Campaign A","USA","Mobile","VP","Medium","Tech","139","2024-05-21","1782.4868252470926",1,24,"Medium Value"
904,"2024-05-20","LinkedIn","Campaign B","USA","Desktop","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
905,"2024-05-10","Google Ads","Campaign B","Europe","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
906,"2024-04-12","Facebook Ads","Campaign A","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
907,"2024-03-31","Google Ads","Campaign A","Europe","Mobile","Director","Enterprise","Finance","140","2024-04-27","6458.784957431462",1,27,"High Value"
908,"2024-06-14","LinkedIn","Campaign B","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
909,"2024-03-10","Facebook Ads","Campaign A","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
910,"2024-03-10","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
911,"2024-04-12","LinkedIn","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
912,"2024-05-12","Facebook Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
913,"2024-05-21","Facebook Ads","Campaign B","USA","Mobile","Manager","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
914,"2024-04-21","Google Ads","Campaign A","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
915,"2024-02-07","Google Ads","Campaign B","USA","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
916,"2024-02-16","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
917,"2024-03-15","LinkedIn","Campaign B","Europe","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
918,"2024-04-05","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
919,"2024-04-12","Facebook Ads","Campaign A","USA","Mobile","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
920,"2024-02-18","Facebook Ads","Campaign A","Europe","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
921,"2024-01-19","Google Ads","Campaign A","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
922,"2024-01-11","Facebook Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
923,"2024-02-11","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
924,"2024-04-08","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
925,"2024-05-18","LinkedIn","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
926,"2024-01-06","LinkedIn","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
927,"2024-03-13","Facebook Ads","Campaign A","USA","Mobile","VP","Small","Tech","141","2024-03-18","324.89235892603466",1,5,"Low Value"
928,"2024-01-10","Google Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
929,"2024-01-29","Google Ads","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
930,"2024-01-08","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
931,"2024-04-25","LinkedIn","Campaign A","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
932,"2024-02-01","Facebook Ads","Campaign B","Europe","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
933,"2024-05-15","Facebook Ads","Campaign A","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
934,"2024-04-05","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
935,"2024-04-30","Referral","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
936,"2024-01-31","Google Ads","Campaign B","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
937,"2024-01-21","Facebook Ads","Campaign B","Europe","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
938,"2024-02-02","Google Ads","Campaign A","USA","Mobile","VP","Small","Finance","142","2024-02-09","534.348141507327",1,7,"Low Value"
939,"2024-01-11","Google Ads","Campaign B","USA","Mobile","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
940,"2024-06-24","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
941,"2024-05-05","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
942,"2024-06-12","LinkedIn","Campaign B","USA","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
943,"2024-05-20","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Finance","143","2024-06-10","1196.989533048243",1,21,"Low Value"
944,"2024-06-07","Facebook Ads","Campaign A","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
945,"2024-01-25","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
946,"2024-06-04","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
947,"2024-06-12","Google Ads","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
948,"2024-04-21","Facebook Ads","Campaign B","USA","Desktop","Director","Enterprise","Tech","144","2024-05-26","4873.413954085994",1,35,"High Value"
949,"2024-02-02","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
950,"2024-02-04","Facebook Ads","Campaign B","Europe","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
951,"2024-05-06","Google Ads","Campaign A","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
952,"2024-01-11","LinkedIn","Campaign B","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
953,"2024-04-26","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
954,"2024-04-02","Facebook Ads","Campaign B","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
955,"2024-01-17","Facebook Ads","Campaign B","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
956,"2024-06-11","LinkedIn","Campaign B","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
957,"2024-03-26","Facebook Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
958,"2024-06-23","Google Ads","Campaign B","USA","Desktop","Manager","Small","Tech","145","2024-07-01","450.16826527298707",1,8,"Low Value"
959,"2024-05-21","LinkedIn","Campaign A","USA","Mobile","Director","Small","Tech","146","2024-05-27","200.9872103380751",1,6,"Low Value"
960,"2024-03-13","Google Ads","Campaign B","USA","Mobile","Director","Small","Retail","147","2024-03-18","327.36311139323436",1,5,"Low Value"
961,"2024-04-16","Google Ads","Campaign A","USA","Desktop","Manager","Small","Tech","148","2024-04-21","387.75001702661217",1,5,"Low Value"
962,"2024-02-19","LinkedIn","Campaign A","Europe","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
963,"2024-03-22","Google Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
964,"2024-02-04","LinkedIn","Campaign A","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
